optimizer	lr	weight_decay	dropout_p	initializer	activation	training_frac	seed
adam	0.0008859239215926443	4.874204142139859e-06	0.035419777923601514	xavier	relu	0.5	419719502
adam	0.0020362877815026277	3.05008022275291e-06	0.3806603895631327	xavier	tanh	0.1	647259553
adam	0.0028742053144409727	5.4493047168113934e-06	0.4302583067850785	xavier	tanh	0.5	184495011
adam	0.014108274613569992	3.514225467697032e-08	0.22462998091133823	xavier	relu	0.1	737535749
adam	0.0026376995811224374	0.005350529856503107	0.06459859002967439	orthogonal	tanh	0.1	665760038
adam	0.0014757855510098789	0.0005014554136509954	0.10715611796690278	he	relu	0.1	115224489
adam	0.00022135400918491067	0.00015940568167203996	0.14937693516311418	xavier	tanh	0.25	396641650
sgd	0.004244952325068086	4.9822267994314835e-06	0.1783876208924573	xavier	relu	0.5	145404089
sgd	0.017935485952415228	4.5540468319454995e-08	0.10387291597009507	orthogonal	relu	0.25	697345269
sgd	6.0045515284203454e-05	3.3858181368827705e-08	0.23634975715823636	orthogonal	relu	1.0	468800124
sgd	0.004050432889443389	3.194709666482265e-08	0.32943147496107816	orthogonal	relu	0.25	904787211
adam	0.003943561971473719	1.1537472987825296e-06	0.11492389532180364	he	tanh	0.25	574869122
sgd	0.0006484278235607438	2.2274222104717246e-07	0.48293805015121216	xavier	tanh	1.0	528137452
sgd	0.0011216053545950856	8.218467178300536e-08	0.39066774719797154	orthogonal	tanh	0.25	926908945
adam	0.008918483559642367	1.9917669663909587e-05	0.009477064054558337	xavier	tanh	1.0	565046823
sgd	0.013996012442627248	0.0055459916713566535	0.32392129815458304	xavier	relu	0.5	369358868
adam	0.008157510080353135	1.208488936413633e-07	0.32852308351098664	orthogonal	relu	0.1	565078882
adam	0.016207308504897787	1.4514290277786061e-05	0.04995180444158642	he	tanh	0.5	111670041
sgd	0.00012060268436230559	6.119426973469636e-07	0.29918883160341825	xavier	relu	0.5	926961159
adam	0.027978046430266485	0.00246778056889243	0.21298793622318685	he	tanh	0.25	667052131
adam	0.002396053486269178	1.766262907820004e-07	0.2561692903737857	orthogonal	relu	0.1	683039471
adam	0.007143383273633296	2.1183799523842847e-07	0.35053508860835586	orthogonal	tanh	1.0	437465565
adam	0.007767769787365779	0.0007118198993179445	0.2724662933072616	he	relu	1.0	771733078
adam	0.0001678064540674988	1.6226229178786748e-07	0.22906491649619848	he	relu	1.0	569257257
adam	0.00012122394015760208	2.0293196022779394e-06	0.08292298203822807	he	relu	0.5	527630861
adam	0.01629354703768084	3.3468744103611404e-08	0.38388867207912314	he	relu	0.25	950884685
sgd	0.007730131763157054	0.003750823402417072	0.11036886806617718	he	tanh	0.25	54181889
adam	0.0002282416885269418	1.5802579803114148e-06	0.05061685513688674	he	tanh	0.1	777290102
adam	0.008554636493153306	3.2580168696243466e-08	0.24836003279176094	orthogonal	relu	0.1	700213540
adam	0.0009098061359463133	4.985126630832465e-07	0.021694106403880864	he	tanh	0.1	448330564
adam	0.01462921591498265	1.698527456233997e-05	0.15524049567549553	xavier	relu	0.1	296923045
sgd	0.0006979653847835078	2.5950980210446015e-05	0.007544661461979185	he	tanh	0.1	803869224
sgd	0.00010855936528578465	0.0010213289171842005	0.4097745334584811	he	relu	0.1	418301429
sgd	8.896793511755787e-05	6.5630869573986915e-06	0.30216992848262014	he	relu	0.5	518616891
adam	0.0011542790968582935	0.005310752340561597	0.270750769419927	xavier	tanh	0.1	665809276
sgd	0.0017850937330071532	0.001112711930414484	0.09626785274672556	he	tanh	0.25	838829678
sgd	0.00034425553913181977	0.0010362839032332703	0.12939395397395026	orthogonal	tanh	0.1	399081485
sgd	0.014924765399472534	1.0423280606936406e-05	0.031164779133082576	orthogonal	relu	0.25	63640055
adam	0.004137053941309305	5.169900558553385e-06	0.31554253135812693	orthogonal	tanh	0.1	341084390
adam	0.0003547278460856416	0.004757456512530143	0.25940430219361504	he	relu	0.1	469153752
adam	0.0001244154503910843	0.00028362716230542154	0.2538696321865342	orthogonal	tanh	0.25	698453075
sgd	0.017722160825859166	9.04399365567829e-06	0.010781702433983242	xavier	relu	0.5	399220865
adam	0.00015471087727315013	1.8671326636400855e-06	0.25118055515887006	xavier	relu	0.1	409145062
adam	0.00018467178063841618	1.1017829680270333e-05	0.2129033119628978	he	relu	0.1	702329669
adam	0.03216959704268527	1.0748016182821753e-08	0.14006060312238	orthogonal	tanh	1.0	653364368
adam	0.0005095905510177764	3.1190593319312592e-06	0.22265523531925058	xavier	relu	0.5	605940602
sgd	0.0010640213775688083	8.624235031760851e-07	0.25900634685892676	xavier	tanh	1.0	266923864
sgd	0.028186422811192713	0.0001392010890077642	0.012455355917349142	orthogonal	tanh	0.25	942368760
adam	0.02032229773678046	0.007254819107864905	0.10527100313477561	orthogonal	relu	0.1	640147483
adam	0.04550853509266736	0.003896405828777554	0.2699695230259953	orthogonal	relu	0.1	34932801
sgd	0.02166768756454806	0.0011025297470799258	0.39059990770734104	he	relu	1.0	463797410
adam	6.635497481471367e-05	8.389876867578354e-05	0.20370386837623128	xavier	tanh	0.25	673178852
sgd	0.0006886450470663476	1.0476868503786128e-08	0.0005200298265982117	he	tanh	0.1	38785284
adam	0.0004860387781825611	7.916328449580557e-06	0.47564687402900724	xavier	relu	0.25	322938878
adam	0.00025026648901921907	0.0020263165445175003	0.1637961194789524	orthogonal	tanh	0.25	379729344
adam	0.003055196995925182	2.1680672176461196e-05	0.07456859564371543	orthogonal	tanh	1.0	100816295
adam	0.0026100082245177885	0.00016497643501091374	0.2013691931512291	he	tanh	1.0	423973323
sgd	0.003926170224246472	8.290019771213942e-07	0.0801503880090037	he	relu	0.5	562098103
sgd	0.017092372629369693	0.0012165089725680257	0.10613283255310746	he	tanh	0.25	629898915
adam	0.00040083805413655677	0.007827326812217358	0.16877418651807607	orthogonal	relu	1.0	944124204
adam	0.01712764890908288	0.00017678004406988283	0.4758622306131466	he	relu	0.5	875269422
adam	0.0027403386511036425	1.4074010562877067e-06	0.3912528582819764	he	tanh	0.1	574278665
adam	0.03253850713635067	3.1239644736964524e-06	0.11524450560569827	he	relu	1.0	315666114
adam	0.0031976992471739996	1.0203355967042202e-06	0.2973491710048846	xavier	tanh	0.1	824738421
sgd	0.0002645267407672824	2.771207713643699e-06	0.3420113029534201	orthogonal	relu	0.1	729104653
sgd	0.0004788319080602156	0.008746129183750295	0.37700263972124015	xavier	tanh	1.0	347417167
sgd	9.535394369265049e-05	1.7065589972945094e-05	0.06301578808335861	orthogonal	tanh	0.25	84928457
adam	0.0016740144968761283	7.647246217679155e-07	0.16116288256326317	xavier	relu	1.0	853743196
sgd	0.038141215694727636	0.0016985856980385938	0.4108534843539715	xavier	tanh	0.5	373675785
sgd	6.742539323695092e-05	8.407925793650113e-05	0.4891064183506154	orthogonal	relu	0.25	727526219
sgd	0.004520615757387683	4.7108207650719086e-05	0.043492642752985755	he	relu	1.0	338801501
sgd	0.003724569825432045	9.418119316680903e-05	0.44024290323027476	xavier	tanh	0.25	626019688
adam	0.001054147959773628	5.0481963729046796e-08	0.3017759532008516	orthogonal	relu	0.5	776905984
adam	5.390310389029448e-05	3.691562084701506e-08	0.28803269613410537	xavier	relu	1.0	856561796
adam	0.00021325484537067127	4.526272897033235e-06	0.263703493243279	xavier	relu	0.1	377460487
adam	0.004835593686319022	1.3501696267685063e-05	0.3921314875979648	he	relu	0.5	503133866
adam	0.0012495991123308847	1.2741356784362773e-05	0.03401517333649651	he	relu	0.5	852909003
sgd	0.0007918388520033415	5.580638294735819e-06	0.26796624695688137	he	relu	0.25	888101376
sgd	0.047395787144231115	0.0014317996412302682	0.31947002324513024	orthogonal	relu	0.1	10856760
adam	0.0008469002946224018	3.610421346184189e-05	0.2888772295396394	orthogonal	relu	0.1	717439551
adam	0.005769882603429323	4.5368313282905385e-05	0.10605529746348835	xavier	relu	0.25	469228405
sgd	0.0009316185846000712	0.0007643650943489468	0.36270094463912883	xavier	tanh	0.1	719919059
adam	0.00024139926911297436	6.362237067581253e-07	0.34839424392767454	he	relu	1.0	555590939
sgd	0.030284683947248283	6.459329099220425e-08	0.3353325787385844	xavier	tanh	0.25	157502584
adam	0.04170459998980481	0.0008802081774926792	0.444927218700392	xavier	relu	0.1	453282922
adam	0.0005852769712800306	6.331288290473234e-08	0.3524227484006551	xavier	relu	1.0	458410670
sgd	0.00025003677482772355	4.926745629161552e-07	0.24699947817620865	orthogonal	tanh	0.1	703535076
adam	0.027316710520626987	0.00010929308944689104	0.02411498470905704	orthogonal	tanh	0.25	143932619
adam	0.0018534851691415035	3.049050077536844e-07	0.45553887566704565	xavier	tanh	0.5	964782244
adam	0.00017067130564647366	1.2148065405013383e-08	0.4038543081788988	orthogonal	relu	0.5	136538416
adam	0.01852508316398642	0.005803616439923976	0.006364844113730839	he	relu	1.0	404458992
sgd	0.0026223353488131983	4.622915648487006e-07	0.4660887894315251	orthogonal	tanh	0.5	882124407
sgd	0.0004580650341688074	3.1960908645993775e-08	0.4178899389602809	orthogonal	tanh	0.1	239101483
adam	0.0006635210316933824	2.124844484328742e-07	0.484148543704467	xavier	relu	0.5	843396919
sgd	0.0015563645015892762	0.00022886276866738645	0.17228654521745107	orthogonal	tanh	0.25	366594203
sgd	7.223173928939177e-05	1.2457217178247842e-07	0.03294886644339573	orthogonal	relu	0.25	490554734
sgd	0.0031165464189994163	3.7154115292252575e-08	0.2128210240986464	he	relu	0.5	507971278
adam	0.005297001465290484	9.648767623430888e-05	0.1691444365869162	he	tanh	0.25	249710469
sgd	0.00013077346657952482	1.5567917465192338e-05	0.4830743526035465	orthogonal	tanh	0.1	884081259
sgd	0.000385230094458468	2.1499957504621394e-08	0.004020589429604038	orthogonal	tanh	0.25	171394298
adam	0.000663372652144712	8.072637338681691e-05	0.1345357222865432	xavier	relu	0.1	480691132
adam	0.04468691934566315	0.0001372277639533626	0.20988718611487234	orthogonal	tanh	0.25	146835347
adam	0.00021727988032602133	9.887450850018726e-05	0.050831051690880646	xavier	tanh	0.5	84823921
sgd	0.0008895741513609231	0.00019858423162409688	0.2315984376485165	orthogonal	relu	0.1	245186177
adam	0.0001450345056543377	7.989396877340195e-08	0.04840156091622411	he	tanh	1.0	528155592
sgd	0.007560328345372532	0.001723188189591991	0.49181646979048976	orthogonal	relu	0.25	133872126
adam	0.0014783079356669104	0.002169606320937159	0.12065229117342058	orthogonal	tanh	0.25	992699684
adam	0.04760271516824757	9.489769914310473e-07	0.15683802389814366	xavier	tanh	0.25	801465363
adam	0.00032530778267977537	1.3583626673271923e-08	0.3389282479692993	orthogonal	tanh	0.1	222036249
sgd	0.011646853569592483	1.896482010178492e-08	0.019553402390827812	he	relu	0.5	168979228
adam	0.0003316297683649176	0.00019283641471660456	0.12189879580862051	xavier	relu	0.25	601308160
sgd	0.0010109616620273655	1.3522181214385296e-05	0.24793204581590572	xavier	tanh	0.1	524458102
sgd	9.678738720180215e-05	0.0001759806994944881	0.02191960518848851	xavier	tanh	0.5	965084194
adam	0.002224565723046674	1.6896199690529203e-08	0.16715576504050111	he	relu	0.5	868438213
adam	0.0022426305621096585	0.0008590808489337946	0.10580024602099097	orthogonal	tanh	0.25	773138916
sgd	0.018962192931305445	0.0006357208422748044	0.18618498106936482	orthogonal	tanh	1.0	789737204
adam	0.0003041269666019301	3.851301815320869e-08	0.23750900942720066	xavier	tanh	0.1	380343354
sgd	8.6849065219706e-05	0.004693097007950476	0.334112432274337	he	relu	0.25	284138308
adam	0.0006711069343727792	8.708836178813036e-05	0.08213371735002112	orthogonal	relu	0.5	443708576
adam	0.0013852212868580057	0.00544637154384759	0.2876607649369444	xavier	relu	0.1	31073264
sgd	0.00020008346429820496	0.00022395286155066956	0.2431743188987583	orthogonal	relu	0.5	363657906
adam	0.002655562669251172	0.002373129811337443	0.4290594714012985	he	tanh	0.1	178554061
sgd	0.020797078261110408	1.3044875346710011e-06	0.2004613277524317	orthogonal	relu	0.1	808346635
adam	0.000579542689203295	3.697473515716008e-07	0.4551578617167637	orthogonal	relu	0.25	637129193
sgd	0.007145147467016333	1.3546510328440691e-08	0.20982779962478015	xavier	relu	0.1	632987923
sgd	0.012670260110314264	6.427162039356532e-06	0.0944165822170911	xavier	tanh	1.0	987400433
adam	0.014837392375005039	2.331835991158793e-08	0.04034042299903107	orthogonal	relu	0.1	923927767
sgd	0.006657732247049309	1.9362920046230264e-05	0.3993232920857901	orthogonal	tanh	0.25	798725370
sgd	0.006437204649496061	1.6692815858925293e-08	0.26597215597064755	he	tanh	1.0	21217066
adam	0.00022153570999844355	0.005698441682472005	0.077937867876396	he	tanh	0.5	74645629
adam	0.04249235940278846	0.0012626249078441403	0.2077887822077092	orthogonal	relu	0.5	866775009
adam	6.568614204491081e-05	6.642185509607074e-08	0.35253330134378236	he	relu	0.1	314093784
sgd	0.00012924646659389797	1.8777721780220918e-06	0.4248068502026115	he	relu	0.5	597515569
sgd	0.045058225443803314	3.525876578836387e-07	0.3502842630981437	xavier	relu	0.1	958197532
sgd	0.012296618098540985	0.007762631468196381	0.02496728045230573	xavier	tanh	0.25	506455224
adam	0.03656675555735652	0.00213678570212525	0.13750298697300317	xavier	tanh	0.5	344079398
adam	0.0016860549352671775	1.6828198087840512e-07	0.31752935870641624	orthogonal	tanh	1.0	879351006
sgd	0.002355246119883029	0.0003621798124400762	0.39010209940600077	he	relu	0.25	18144439
sgd	0.008507736579343646	6.889695009009122e-05	0.2893073249979392	he	tanh	0.5	66984430
sgd	0.028145552549605733	5.467634111012846e-05	0.007642775880140007	xavier	tanh	0.5	93329834
adam	0.0031942777849078433	6.841938190466133e-06	0.24408527936453472	orthogonal	relu	0.25	397943702
sgd	0.00028532270370901865	3.3635479020463238e-06	0.3320635258205179	he	relu	0.1	716676523
adam	0.004284138814595078	0.004798305320707426	0.1801002674841981	he	tanh	0.25	138491173
sgd	0.00025807503814548506	3.325533539750697e-07	0.3968370035099374	orthogonal	tanh	0.1	599797587
sgd	6.089301134239274e-05	1.7093902786798686e-07	0.25988681975611067	he	tanh	1.0	540055702
adam	0.017494207905926602	0.0011658835379077203	0.2737379814899419	orthogonal	relu	0.1	128735615
sgd	6.758727804092958e-05	3.394853851538636e-08	0.0828388832758521	orthogonal	relu	0.1	570005117
adam	0.004316437874176492	7.470588613287476e-08	0.35287880581766096	orthogonal	tanh	0.25	248807212
sgd	0.018385931640838665	0.00867183675302051	0.36534630413366487	orthogonal	relu	1.0	616509747
sgd	0.011940863356707302	4.318244605429359e-07	0.15556140931286327	xavier	relu	0.5	879097167
sgd	0.008648337045257798	3.210469716599065e-07	0.4631966390043286	orthogonal	tanh	0.1	815269809
sgd	0.04772606744565782	4.4004640377917305e-06	0.4675680702935922	orthogonal	tanh	0.25	866953961
sgd	0.0003844798215609741	5.211443075401261e-06	0.010669756917287665	xavier	relu	0.1	744886646
sgd	0.0005133143969258985	0.00012433932188355164	0.1126357201511165	xavier	relu	0.5	697424903
adam	5.808666128370376e-05	0.0005856288405225851	0.31078525569272475	orthogonal	relu	0.1	944515057
adam	0.00014502538952053604	5.2385073321484475e-08	0.006407269125302373	xavier	relu	1.0	808953172
sgd	0.008685294308234394	1.4281974196593088e-06	0.13467994640390868	orthogonal	relu	0.25	403300480
adam	0.010834697974055152	4.859860269608119e-07	0.3381842709692468	xavier	tanh	0.5	991405046
adam	0.04509924576210919	0.0010215367000471656	0.3663985021138604	orthogonal	tanh	0.25	741320455
adam	0.0010253485025683616	1.0653486718688566e-07	0.30322278019726195	orthogonal	tanh	0.1	670718620
sgd	0.00301868675768699	0.0022424226794283144	0.4898179312747649	orthogonal	relu	0.1	832150879
sgd	0.0002547827620358764	5.757334764427272e-06	0.3140877348669678	xavier	relu	0.5	507417092
sgd	0.004310294224953476	3.8962699968311497e-07	0.46965943027879514	xavier	relu	0.1	916317678
sgd	0.0026390259174062314	0.00016400418393725162	0.27056753928104343	he	relu	0.25	760852565
adam	9.475883225073385e-05	0.0010598007308771848	0.3529702871883362	orthogonal	relu	0.25	22791342
adam	0.00047510575383609877	4.4767896826964146e-07	0.33466090568893814	he	relu	0.25	827322145
adam	0.0007956868060278661	0.009633182118319037	0.3893782281341985	he	relu	0.1	694205632
sgd	0.0011998924958304634	1.0891952028558036e-05	0.044829366352668876	he	tanh	0.5	378452278
adam	0.00019398881001067857	1.1062001293457897e-07	0.48495376907591287	xavier	tanh	0.5	981963894
sgd	0.04120715972778753	0.001841066305982469	0.10142134749653525	orthogonal	relu	0.5	835861721
sgd	0.00010993157144315209	4.573008009440354e-05	0.10706374052998835	orthogonal	tanh	0.25	533850538
adam	0.00046659570139570734	0.0030175502694233095	0.4084670195188812	orthogonal	relu	0.25	787044297
sgd	0.012180827237331101	0.004669910771579388	0.0364487289386381	he	tanh	0.5	75230621
sgd	0.00048780029253010933	0.006212274246752857	0.30615289556335706	he	tanh	0.1	506150032
sgd	0.03152294681014259	2.072283547285633e-05	0.4054135800680016	orthogonal	relu	0.1	347364889
sgd	0.02335597371665121	0.00018221493945672843	0.4253533139501961	he	relu	0.5	510692999
adam	0.001350515905756693	0.008117618470128918	0.18741777214691135	orthogonal	tanh	0.25	492241198
sgd	0.02005997398088103	6.424281276155306e-06	0.1867494504049605	he	relu	0.5	303266535
sgd	0.031296110771439706	0.00555412452549779	0.44042154165142955	he	relu	0.1	79540080
sgd	0.00019199124071130356	0.0017878096506319123	0.004131128519080818	he	tanh	0.5	130511435
sgd	0.001452445145526431	7.510328976321767e-05	0.24986491879267375	he	tanh	0.25	485802970
adam	5.8925617483365704e-05	5.2402709877019516e-05	0.1518151947866399	orthogonal	relu	0.1	777168711
sgd	0.00477178609234482	9.876325113202774e-06	0.4924357939210597	xavier	tanh	0.1	195465560
adam	9.461169164215583e-05	1.2794640912481518e-05	0.41869164689998545	orthogonal	tanh	0.25	814011181
adam	0.028734219083449895	0.0008973430208807893	0.4914593983057013	orthogonal	tanh	0.1	724465603
adam	0.03234293509366637	1.6911594043069838e-08	0.23080122247525725	xavier	relu	0.5	758119200
adam	0.002072052753588623	4.849540699737342e-07	0.12899751638784596	orthogonal	relu	0.5	432114688
adam	0.004944647080035788	1.6355254263945986e-05	0.04438173599391099	he	tanh	0.5	926317714
adam	0.000518998790384741	9.621376323754823e-07	0.15677893995583136	orthogonal	relu	0.5	819803422
sgd	0.0017406785288336026	8.300311597261201e-05	0.4677537085642084	orthogonal	relu	0.1	682407887
sgd	0.0013232264656720541	0.0011790989805972286	0.08098687168734492	xavier	relu	0.5	330020493
adam	0.000141632421179059	1.3701968609338668e-05	0.22436778070864616	orthogonal	relu	0.5	617892916
adam	0.00020695916789142152	3.398639626267675e-07	0.19843677144748828	he	relu	0.1	717137199
adam	9.434174731933724e-05	1.6012374574843292e-08	0.46538433862485834	he	relu	0.5	649540676
sgd	0.01554918612323688	1.2978422378810394e-05	0.29273367176563375	he	tanh	1.0	331508072
sgd	6.671866675277221e-05	1.826986018743939e-08	0.1356631177038129	he	relu	0.1	457813593
sgd	0.01603522908939699	0.004457513499899482	0.22229768118515375	xavier	relu	1.0	423370685
adam	0.0054296864811774	0.00018595232045841753	0.4311267975781702	orthogonal	tanh	0.1	677940443
sgd	0.00044935311109333846	2.703649735385348e-08	0.22200650454889564	he	tanh	0.5	684134337
sgd	0.00112557283090085	3.6230047659413576e-05	0.3977015290114983	orthogonal	tanh	0.25	450773695
sgd	9.94134531161305e-05	0.003141528473459527	0.01793002925117404	xavier	tanh	0.25	207069125
adam	0.021537755450815415	1.202920047420607e-07	0.1922454289179551	orthogonal	relu	0.5	292536894
sgd	0.0005398676383931343	3.5588947060064954e-08	0.41898079958569184	xavier	tanh	0.5	975705672
adam	0.0006292598224621961	0.00022631210737582869	0.05961766572494287	xavier	tanh	1.0	500100256
adam	0.0011506776555982898	3.5318676538784505e-08	0.42743343311782883	xavier	tanh	0.1	673914536
adam	8.823645972943234e-05	0.00032781517315655335	0.3093185051014396	he	relu	1.0	518632111
adam	0.007579060113174286	1.4148563126780936e-05	0.14427506267076928	xavier	tanh	0.25	10427148
adam	0.00033670820225016596	1.510411050850564e-05	0.3521009515042265	orthogonal	relu	0.5	139094600
adam	0.00030743454434018787	3.3133662474338353e-08	0.2694084654863924	he	relu	0.5	388615924
sgd	0.002152910655632588	0.000821726266375192	0.08088455081572893	orthogonal	relu	1.0	287832652
adam	0.00018360802238272716	9.032124352506503e-07	0.4565624987099377	xavier	tanh	1.0	166153374
sgd	0.03920078069372347	5.786427903670409e-06	0.13589843775154092	orthogonal	tanh	0.1	468622282
adam	0.00019462778730566004	1.9864627772934697e-07	0.11743611835977191	he	tanh	0.5	551970115
sgd	0.00015097418979813455	8.009050053213568e-05	0.06838497421923972	xavier	relu	1.0	646442593
sgd	0.0012004123186917343	1.851074935605755e-08	0.33661677005414803	he	tanh	1.0	662027644
sgd	0.0008861623272109389	2.6284846670260453e-05	0.17544388738039385	orthogonal	relu	0.1	65244261
adam	5.8793167380336836e-05	5.13554372472904e-08	0.23912499115276709	he	tanh	0.25	330854893
sgd	0.017521297234204786	0.00039316665139028554	0.14601907650160656	orthogonal	relu	0.5	754517635
sgd	0.0021950452387595855	6.265371978977287e-07	0.03421562211795637	orthogonal	tanh	0.1	719808101
adam	0.008996974374044371	4.678527348529371e-08	0.13447920405997826	orthogonal	tanh	0.25	808194066
adam	0.00028569885136333045	2.4238143342317924e-07	0.4384714025090612	he	tanh	0.25	248446405
adam	0.00035178105133611907	1.7492057541862357e-06	0.3146288199622695	he	tanh	0.25	650153441
adam	0.01813945669481219	0.00025272495084082753	0.11325967364424244	he	relu	0.25	52764241
sgd	0.0002228080074743506	0.004692500352071981	0.052270549638568586	he	relu	0.1	549288332
adam	0.011482888369186761	0.0010560876337330847	0.00340767779769946	orthogonal	relu	0.5	205358056
sgd	0.0004922105346941583	2.0269060771158815e-07	0.3291318109149369	xavier	tanh	0.5	288603414
adam	0.00020674317794508714	0.0005420852122073485	0.3030094558199959	xavier	relu	0.25	797074258
sgd	0.0004937452874700969	2.9740625164713654e-08	0.4217300427884336	xavier	tanh	0.5	510674284
sgd	0.00018205572426380364	2.8260236219836435e-08	0.4506946576555375	xavier	tanh	0.1	291345738
sgd	0.008710987776480347	0.00030272184934495883	0.49817986655930196	xavier	tanh	0.25	539758208
adam	0.0011399306951111797	4.930784360960662e-08	0.02838581328465911	xavier	relu	0.1	516293975
adam	0.004043690494321215	0.00015004595014154649	0.020947701834353127	xavier	relu	0.1	201302013
sgd	0.018331138360710812	7.789594951763545e-07	0.018615963123581214	xavier	relu	0.25	191079221
sgd	0.0178205088808144	6.189139034338248e-07	0.40188870164912754	orthogonal	tanh	0.5	640270790
adam	0.000719461893582799	2.7425469807047716e-05	0.21507260310359766	xavier	relu	1.0	24733272
adam	0.001226906764389294	2.187499298302296e-06	0.21159321597653913	xavier	tanh	0.5	336644820
sgd	0.0006034620224352552	1.3046172668503762e-08	0.2086631035510001	orthogonal	tanh	0.25	320343694
sgd	0.00012762654486993247	1.1832320117074677e-06	0.4925815390535547	orthogonal	relu	0.25	559242304
sgd	0.0006603179486401498	0.00019120716685265193	0.30009963695787417	xavier	relu	0.5	500198475
sgd	0.00013572564739717572	1.390633331746175e-07	0.16193970485297243	xavier	relu	1.0	471724025
adam	0.0032222107002976503	0.00033976403833539177	0.12973944949558197	orthogonal	relu	0.1	627806918
adam	0.031002891804006262	7.20803105973864e-06	0.4820492050326797	xavier	relu	1.0	272468110
adam	0.012166063293973798	0.00014612143330903178	0.0338368260805203	xavier	relu	0.25	839525268
adam	6.428172519366771e-05	1.0131910841714231e-06	0.344739340967313	orthogonal	relu	0.1	560148370
adam	6.650433157297743e-05	0.006461259242786177	0.31336808094187507	xavier	tanh	1.0	595102523
adam	0.0002769032172573411	4.3033084427802274e-07	0.08124432688431982	xavier	tanh	1.0	208304732
adam	0.03130602759902695	4.4151117272025336e-08	0.24555655368355067	orthogonal	tanh	0.1	853382616
sgd	0.029167149709328415	0.0007692363451541411	0.12843959715458825	he	relu	0.25	414401952
adam	0.00018324616987659809	4.539867280692721e-08	0.29365470500494006	xavier	tanh	0.25	196223711
sgd	0.006640235146677291	0.0002856944981603118	0.35670943633399527	xavier	relu	1.0	529362416
sgd	0.002015982864267981	2.0651401222581693e-06	0.3736228718108306	he	tanh	1.0	835025186
adam	0.003913198195676036	0.009405462831149604	0.29783203623095367	orthogonal	relu	0.1	976115627
sgd	0.00015682007451028347	5.289647227784661e-05	0.42818652863876727	orthogonal	tanh	0.5	62994533
adam	0.0030085154544955382	1.4905685264891265e-06	0.05141392865846606	he	tanh	1.0	314374105
sgd	0.029147423674021344	4.9927975342265133e-08	0.10292418016317645	orthogonal	tanh	0.5	373927178
adam	0.006143716379003746	3.363488671716151e-08	0.31477232346305184	xavier	tanh	0.5	444308322
sgd	0.00023434662706221283	0.004750573922275084	0.34597031810343737	xavier	relu	1.0	723463111
adam	0.0008268971170934663	0.0027405678321497863	0.033672356659942115	he	tanh	0.1	722468461
sgd	0.007124498598831678	1.850737055739026e-06	0.35209478872110433	orthogonal	tanh	0.5	612359117
adam	0.004063719990331223	0.007135244982008011	0.352043142543677	xavier	tanh	1.0	513207113
sgd	0.0004226563942407156	6.92931863056403e-05	0.4877784599643699	he	tanh	0.1	40133569
sgd	0.003031334706792576	4.714595783904415e-07	0.1545081533930529	orthogonal	relu	0.1	916949933
adam	0.0323081312883584	1.9968041880994803e-08	0.1924483594232098	orthogonal	tanh	0.1	1912584
sgd	0.0064226227918379895	0.0020117255563460975	0.17583872580384952	he	relu	0.1	557425666
adam	5.2498311167380455e-05	3.04963120260008e-06	0.12936119329415985	xavier	tanh	0.25	181950548
sgd	0.0009943372069527727	0.007222815149663303	0.01803398644939619	he	tanh	0.25	486764313
sgd	0.04424342592228435	0.004895610437900803	0.34814681127933955	he	tanh	1.0	865343815
adam	0.003957958175551169	4.517150715248385e-08	0.2059192756284452	xavier	tanh	0.1	81955631
adam	0.028491305836355008	1.6472632385027093e-05	0.25286063221472144	orthogonal	tanh	0.5	417330625
adam	0.011769315307542499	9.190627453544078e-06	0.4330202210438706	orthogonal	tanh	0.5	984328645
adam	0.00027470507966686174	1.1129867675845848e-06	0.24494748785403286	xavier	tanh	0.5	705390491
adam	0.0003418846951319996	9.520406292261242e-06	0.22493537377704748	xavier	relu	0.25	110131828
adam	0.01709557932505172	2.4784974619838e-05	0.3350365809285917	orthogonal	relu	0.5	273874140
adam	0.021616883777390256	7.367052521750375e-08	0.3050943215704761	xavier	tanh	0.25	391906457
adam	0.00040787346326704555	0.00011413308510689953	0.23548235494566833	he	relu	0.1	467800728
adam	0.0013252683661858127	9.457718093826308e-05	0.3064859866595331	orthogonal	relu	0.5	559185931
adam	0.004912015670984276	3.347896306081195e-08	0.12197127892903376	orthogonal	tanh	1.0	639915140
adam	0.0019002412875685267	2.6503739576570434e-06	0.4075902081860591	xavier	tanh	0.1	639188961
adam	0.002114455984388527	1.860248147186182e-05	0.3671140665250631	he	relu	1.0	114348335
adam	0.000979457250974506	0.00015074309828745438	0.17832447738621138	xavier	relu	0.5	344337700
adam	0.00087004118922899	8.688743032122155e-06	0.14552163417299274	orthogonal	tanh	1.0	144321835
adam	8.148622310273812e-05	2.8476558779656677e-05	0.08923775826174324	he	relu	0.1	973649635
sgd	6.629785114870573e-05	1.2618170967757984e-06	0.25408380060356767	orthogonal	relu	0.1	463448846
adam	0.0032476863217808464	2.021622043422697e-06	0.1888631726117187	he	tanh	1.0	620044330
adam	0.036649307746883165	7.989846301929592e-08	0.14370051706750042	he	tanh	0.25	63923119
adam	6.0925557768469e-05	3.7917676501611024e-08	0.2286159005264396	xavier	relu	0.25	212232534
adam	0.029256627167153444	0.0078110796599180745	0.03481346031206972	he	relu	0.25	270521669
